[4104.575] yuki9890: 狼装備でも買いに行こうとしてた？
[4111.527] noah0053: 無言でやるのやめてもろてw
[4112.350] さくぅ_: ジャックハンマー借りてく？
[4168.061] chef_oizumi: いいツールは使わないと意味ないし使うべ
[4190.502] himeji_joe: ファームの鬼
[4196.599] (S)わしのしわ: ゴッドファーマー山下の出番ね
[4269.238] nai_ggty: バンダナも付けれるからねえ
[4272.015] TY_ul1012: 耐久もないらしいし
[4277.385] (S)トミーティー: 耐久ないからいいですね
[4284.477] doraga0: 布50で5スクラップだから農業が稼働に乗ったら大きくない？
[4295.964] himeji_joe: それだけ強くないと倒せない敵がいるってことか…
[4301.699] (S)トミーティー: 視界が狭まるとかはないです？
[4304.800] chef_oizumi: ガチソの一歩か二歩手前だしマジ強いよ
[4324.215] (S)junn_0212: wwwwww
[4330.789] (S)maru_mamitasu: 警戒心強くなっちゃったｗ
[4330.873] rauto__sa: wwwwz
[4333.830] (S)トミーティー: マジほどではないですけど普通に強い
[4336.523] (S)えまㅇ: ちゃんと警戒してるw
[4342.157] nukesakuhyperr: あるふぁさんにはやってほしい
[4343.210] mi7145u: うーん
[4347.041] himeji_joe: 敵は身内にいたwww
[4349.765] (S)rat0_7777: 原因：身内
[4410.816] soysaucespice777: お茶飲む？
[4440.028] yuki9890: お茶クラフトありやね
[4458.844] さくぅ_: お茶いいねー
[4468.487] (S)akahige9280: 開始30分でようやくファームw
[4470.501] 63dynam: の、飲めんの？
[4474.448] (S)junn_0212: おー
[4483.292] (S)junn_0212: 作ったんだ
[4483.458] (S)えまㅇ: 車庫だ！
[4497.776] (S)akahige9280: 車庫や
[4573.250] (S)akahige9280: さすがわらぶいさん
[4579.959] mi7145u: 畑すげえなあ
[4634.655] (S)トミーティー: 指示厨かもです
[4636.170] yuki9890: できても食う時間がｗ
[4653.359] oku_0422: 作っても食べられないんだよなぁ
[4663.887] 劇場版半ライス大盛り: こんにちは
[4666.553] 63dynam: グキ
[4669.614] (S)akahige9280: w
[4723.330] daidai06062215: ネットほしーって言ってなかったっけ？
[4770.111] (S)akahige9280: バカにならない
[4793.806] nai_ggty: 空いてるならとりあえず木のやつとかか
[4814.275] (S)akahige9280: 色w
[4849.774] (S)junn_0212: wwww
[4850.769] himeji_joe: 遠足にお茶は付き物
[4854.940] (S)junn_0212: ツッコミなし
[4856.577] tskuma16: wwwwwww
[4857.747] muru_uu: …
[4858.676] zs_river: ややすべり
[4877.070] inufu: カウボーイ山下
[4889.393] (S)akahige9280: 付き合わされてるw
[4928.896] (S)junn_0212: はえ〜〜楽ちん
[4936.525] (S)えまㅇ: うわ楽やぁ
[4940.916] (S)akahige9280: めっちゃ取れる
[5010.472] coltvr1500: 通り魔ｗ
[5012.088] (S)akahige9280: あ
[5013.561] muru_uu: www
[5018.531] (S)rat0_7777: vdkじゃない？
[5021.942] inufu: www
[5031.955] (S)ららく: ボドっぽいよね
[5065.875] tfhase: vdkならええか
[5076.691] daidai06062215: ボドは配信してないから怒らないよ笑
[5077.770] Juicewisdom: axeumSip
[5088.924] chef_oizumi: アルファ君インキューじゃん
[5130.139] (S)rootlic: ！？
[5140.189] (S)akahige9280: え？
[5142.747] daidai06062215: 狙われてるw
[5147.800] (S)junn_0212: 美味しい美味しい
[5151.875] (S)akahige9280: こっわ
[5152.796] (S)rat0_7777: どいーら？
[5154.123] (S)maru_mamitasu: ！！！
[5156.031] (S)おはるてゃん: なっつ
[5157.549] xxhide0820xx: どいんせき
[5162.594] hamanista_: ど隕石？
[5163.600] doraga0: これ狙われてるでしょｗ
[5165.624] himeji_joe: さすがにどいーらか
[5169.620] inufu: こわwww
[5201.698] (S)かなるな: 隕石拾うとなんかええ事あるんやなかったけ？
[5204.578] yuki9890: お、αさんきちゃ
[5229.523] (S)akahige9280: tonaka2Nice2
[5290.160] (S)akahige9280: ここウマウマだ
[5386.776] himeji_joe: え？
[5407.565] (S)akahige9280: 怖いな
[5415.395] yudai_kota: アズールIN
[5420.537] chef_oizumi: 時間もったいないし下がった方がいいか？
[5461.198] (S)akko818: みんな4んだんやなぁw
[5462.300] coltvr1500: 被害者多数ｗ
[5472.244] himeji_joe: ご利用は計画的に
[5499.477] (S)かなるな: 馬だらけか一旦
[5517.304] Nmk0704: 下で掘ってるのに許してくれないｗ
[5560.388] (S)akahige9280: し、んじ
[5563.242] ふか_321: しんじwww
[5568.114] tfhase: WWWW
[5573.883] hamanista_: 危機感ある
[5575.856] (S)akahige9280: www
[5578.566] inufu: www
[5589.014] (S)akahige9280: 危機管理能力抜群やね
[5594.381] (S)rat0_7777: 危機察知能力たかいなｗｗｗ
[5671.148] (S)akahige9280: いそう
[5751.394] (S)雪が綺麗と笑いたい: 雪が綺麗と笑いたい subscribed with Prime. They've subscribed for 2 months! 
[5754.983] himeji_joe: 回復忘れたら即死やね
[5784.007] (M)Nightbot: 面白いシーンなどがあれば”名前”をつけてクリップしてもらえると嬉しいです！もしかしたらそのシーンが切り抜きで出てくるかもです！メンバー、サブスク限定のディスコードサーバーもあるので是非はいってみてください！
[5829.876] (S)akahige9280: いたた
[5896.085] (S)akahige9280: 流れ弾こわ
[5906.767] (S)akahige9280: らい様ーーー
[5932.741] (S)owo_8o8: お星様に...
[5938.718] (S)rootlic: 前もグレで一人飛んでたし縁がある
[5941.437] (S)えまㅇ: 星増えましたね 好きなんよなw
[5948.344] nukesakuhyperr: 味方には地雷で飛ばされ、敵にはグレで飛ばされ...
[5973.499] (S)akahige9280: エリザベスもにもパンだ
[5992.225] yaso_kyoku: 石より装備
[5997.946] TY_ul1012: ドンピシャさんだよw
[6036.414] (S)owo_8o8: さらばだベイちゃん
[6043.709] noah0053: よりきついところにおいていかれた
[6072.293] chef_oizumi: 途中のらい様にありったけ渡してどの後またファームすっか
[6118.529] (S)akahige9280: ありやね
[6141.087] shoota8982: こう見るとエリザベスめっちゃ早いな
[6173.074] hamanista_: うまもあずけたら？
[6273.085] himeji_joe: 歯茎リターンだったか
[6285.744] (S)owo_8o8: うおおおぉ
[6290.502] (S)rootlic: ｗｗｗｗ
[6293.188] (S)junn_0212: あw
[6296.658] (S)owo_8o8: wwwwww
[6296.688] (S)akko818: いやぁぁw
[6304.185] inufu: www
[6312.554] hamanista_: 英？
[6327.780] doraga0: あるふぁくんも連れて行く？
[6330.202] オモチもちもち: 裸で大丈夫？
[6367.897] (S)かなるな: ヘリあるん？
[6381.330] (S)akko818: ほんそれw
[6388.528] ふか_321: たしかになw
[6389.069] oku_0422: チーターや
[6398.755] (S)maru_mamitasu: デジスコか
[6399.608] Nmk0704: 猛ダッシュでねｗ
[6401.575] (S)おはるてゃん: ワンウェイずるい
[6402.702] オモチもちもち: 高性能ヘルメットwwww
[6410.630] doraga0: たぶん拾ってた
[6418.582] kassy30408: 多分ブラハのスキャン使いよる
[6421.708] (S)かなるな: チートやからwww
[6429.624] (S)akahige9280: 索敵範囲も広いし
[6432.612] himeji_joe: www
[6434.510] (S)owo_8o8: ギャーーー
[6437.027] (S)akahige9280: まっずい
[6441.959] honmaka17: OMG〜
[6450.277] kamaboko0000: バフも消えたし帰りやな
[6454.535] オモチもちもち: 25%ひけ！
[6471.315] (S)owo_8o8: うおおおおぉ
[6481.715] オモチもちもち: あ
[6483.210] (S)akko818: tonaka2Wwwwww
[6485.234] ふか_321: tonaka2Wwwwww
[6485.479] himeji_joe: 乙
[6487.647] honmaka17: wwwwwww
[6489.679] (S)owo_8o8: これなぁ、(絶命)
[6501.410] (S)akahige9280: それはさう
[6501.512] さくぅ_: 引かないか
[6506.157] (S)owo_8o8: 神に遊ばれたぶっさん
[6512.757] (S)かなるな: 確かに
[6521.024] (S)かなるな: これなパタン
[6530.448] (S)akko818: やってる？
[6555.554] (S)akahige9280: ヘビフロッグさんも出てきた
[6584.501] NiKU9m: ジミーちゃんやってる？
[6613.969] (S)じぇにん: ありがあずーる
[6646.425] (S)akahige9280: LRが強すぎる
[6663.089] (S)かなるな: 強すぎて草よな
[6719.399] (S)かなるな: 2人の共同作業です
[6750.594] (S)owo_8o8: いけそう
[6761.180] ~MISSING_COMMENTER_INFO~: こんにちは。
[6773.082] (S)かなるな: ねりねりタイムか
[6846.931] (S)owo_8o8: 出たww
[6847.457] (S)akko818: フランケンおひさ
[6856.816] (S)akahige9280: 車で轢いたら即死やったね
[6859.016] (S)トミーティー: でた、テストジェネレータ付きのフランケン
[6885.714] Juicewisdom: axeumSip
[6909.600] doraga0: 農家の娘起床ｗ
[6918.292] (S)トミーティー: なずちゃんや
[6919.105] inufu: ぴっぴ！
[6923.392] (S)akahige9280: なずぴー
[6931.014] (S)じぇにん: なずぴだー
[6938.340] (S)owo_8o8: なずちゃん大先生〜！
[6938.440] (S)はおちゃ: ぴっぴっなずぴのぴっぴっぴっぴっ
[6964.499] (S)akahige9280: シーリングライトってクラフトできるんや
[6988.847] kobagettaka1979: でぶｗ
[6991.736] (S)はおちゃ: ありけんw
[6992.434] (S)owo_8o8: wwww
[6993.486] himeji_joe: なずっ！？
[6995.024] (S)rootlic: 息するように罵倒する
[6996.280] loowwwwwww: ひでえｗ
[7002.484] inufu: 最低だなありけん
[7004.847] (S)トミーティー: なずちゃん人気者やなぁ
[7010.993] (S)akahige9280: www
[7046.038] (S)owo_8o8: おおお解放されてる感じなんか
[7080.122] konhyan: 多分進み具合で解放してってる感じかな？
[7109.484] (S)akahige9280: マジでアリケンの声がドンヴァウスリーの声や
[7115.498] mickye0322: ありけんさんもチーム？
[7144.854] (S)owo_8o8: ありけんさんは別チームやね
[7145.913] (S)トミーティー: ありけんさんはべつのとこ
[7162.727] mickye0322: ありがとう
[7246.315] Nmk0704: ぶいさんには優しいのねwなずぴｗ
[7311.080] (S)akahige9280: 社長も詳しくなかった？
[7316.538] (S)rootlic: 乾どのは農業もパッションでやってそう
[7386.615] (S)owo_8o8: tonaka2Bikkuri
[7394.880] (S)じぇにん: 釈迦ロイドが配布されてる
[7404.961] (S)はおちゃ: wwww
[7432.594] (S)fuji_33_: 斧、かっけぇ
[7444.586] オモチもちもち: チェーンソーも欲しいですね
[7473.126] (S)トミーティー: ゼロストさんと話しがしたいですね
[7528.046] zs_river: 楽だろうなあ
[7528.719] (S)owo_8o8: ｳﾞｨｲｲｲ
[7536.697] (S)hari_hedgehog: ゼロストと交渉するか
[7537.812] (S)じぇにん: OSFrog
[7585.969] (M)Nightbot: 面白いシーンなどがあれば”名前”をつけてクリップしてもらえると嬉しいです！もしかしたらそのシーンが切り抜きで出てくるかもです！メンバー、サブスク限定のディスコードサーバーもあるので是非はいってみてください！
[7607.447] (S)はおちゃ: 24時間サーバーじゃないから意外と起きてるのかも
[7615.031] (S)owo_8o8: どいーらによる配信者生活リズム改善計画
[7657.299] (S)はおちゃ: Ook
[7683.368] (S)owo_8o8: 一般通過陽キャ
[7692.613] inufu: 陽キャこっわ
[7701.145] (S)owo_8o8: こわひ〜〜
[7704.907] gyumiso: 陰の者には眩しいか
[7751.736] (S)mashiro3n_n: こんにちは！
[7753.578] mo55an: ヘンディーも陽キャ側でしょ
[7760.043] (S)junn_0212: どこで出るんやろね〜
[7771.681] noah0053: 流石にHP多いとこかなあ
[7787.359] alsa256: 今日ヘアバンないんだ
[7807.276] (S)akahige9280: 襲われてるね
[7817.081] (S)zakiyoka: 何かと思えば
[7832.934] K1NKOZ: イノシシ対策で地雷か
[7836.709] konhyan: ボスドロップも変更ちょこちょこ入れてるっぽいからその内AKとかも出るかもね
[7879.770] (S)akko818: ないすー
[7880.315] (S)えりち_: 電気ないすー！
[7886.035] (S)はおちゃ: 電気ないすー
[7887.082] (S)owo_8o8: おしゃ！
[7891.677] (S)akahige9280: tonaka2Nice2
[8039.846] (S)akahige9280: 後々便利になるからええやん
[8040.330] (S)rootlic: トライブ全体の大事な投資みたいなもん
[8059.564] (S)akko818: うごくベッドになるもんなぁ
[8083.098] (S)rootlic: 動く拠点はやばすぎる
[8085.280] (S)junn_0212: 投資あずーる
[8096.006] (S)zakiyoka: やっちゃってやっちゃって
[8108.848] naoya708k: めっちゃ便利めっちゃヘンディ
[8140.618] inufu: ちょこちょこリーダーみせてかないとな
[8143.161] (S)akko818: なにしてんw
[8143.614] まーぼーどーふー: www
[8148.560] (S)kyubeisan: www
[8161.785] (S)rootlic: なんか黙ったなって思うと大体悪いことしてる
[8163.342] (S)えりち_: www
[8186.556] (S)はおちゃ: wwww
[8193.425] inufu: www
[8272.708] (S)rootlic: ﾋﾟﾛﾋﾟﾛﾋﾟﾛﾋﾟﾛﾋﾟﾛﾋﾟﾛﾋﾟﾛﾋﾟﾛ
[8276.709] (S)akahige9280: www
[8281.246] (S)はおちゃ: しゃかちゃ〜
[8286.356] (S)kyubeisan: www
[8288.887] himeji_joe: 草
[8289.460] てってんてんしー: 釈迦くんｗ
[8291.841] (S)えりち_: www
[8292.526] (S)zakiyoka: こわ〜いww
[8295.121] inufu: 草
[8295.903] loowwwwwww: ｗｗｗ
[8307.607] (S)はおちゃ: あ
[8308.346] らおにゃんこ: こらぁおじさんwww
[8310.818] zs_river: しゃかーちゃきた
[8312.817] てってんてんしー: ばれた！
[8315.432] (S)rootlic: 逃げ切ったｗ
[8316.613] (S)kyubeisan: まっずいww
[8319.713] (S)junn_0212: バレバレやんw
[8321.310] bonjiri7: まっずい
[8326.639] fizzzsupport: ｗｗｗｗｗｗｗ
[8327.277] (S)maru_mamitasu: まっずいｗ
[8329.273] himeji_joe: 浅はかだったか
[8336.525] rarar11_: もっかいいこ
[8336.716] くぅちゃむ: www
[8341.619] pes838: おもろw
[8343.910] (S)トミーティー: 双眼鏡ですかね？
[8353.270] ぱすた0620: ユニクロのFF14のやつ買うの？
[8354.822] やや太郎: うるーか怖すぎ
[8360.746] kosugi_tomodazoo: かまちょやん
[8364.020] yellowwinnie9624: さすがうるーか
[8420.487] (S)はおちゃ: wwww
[8430.634] オモチもちもち: グレ投げられそうwwww
[8457.603] ルファ: やっぱボスやるしかないか・・
[8470.374] (S)akko818: 止まってるね
[8473.698] まーぼーどーふー: 電気かまどでもいい
[8498.941] genmybrown: ティア高そう
[8509.508] まーぼーどーふー: 木材使わないかまど
[8515.745] nai_ggty: 木の代わりに電気使う
[8517.995] blackcat0520: 電気で焼くかまど
[8527.095] ぱすた0620: こちらが聞きたいくらいわかんない
[8527.309] _けんし_: 電気使って鉱石焼くやつ
[8559.218] オモチもちもち: ギャンブル英
[8572.845] kamaboko0000: 製油所ってドロップするんかな
[8573.205] (S)トミーティー: ローレンさんとバトっててほしいですね笑
[8630.553] (S)kyubeisan: www
[8637.440] ぱすた0620: www
[8638.845] inufu: www
[8641.732] (S)はおちゃ: ｗｗｗ
[8641.747] (S)トミーティー: ずっと探してたのか笑
[8644.240] (S)ちむちー: ｗｗｗｗ
[8648.454] (S)akko818: スキンが分かりやすすぎるねんな
[8655.496] ぱすた0620: ピンポンダッシュ罪に問われてて草
[8680.357] やすずず: 牛の悪魔…
[8682.357] (S)トミーティー: 釈迦さん相変わらず牛なんだ笑
[8683.646] (S)はおちゃ: 牛の悪魔だ〜
[8693.413] Juicewisdom: axeumSip
[8693.906] ぱすた0620: 当たり屋みたいな絡み方されてる
[8701.207] fizzzsupport: マウントされるｗｗｗ
[8723.515] (S)えりち_: www
[8724.807] (S)はおちゃ: wwww
[8725.084] (S)ちむちー: ｗｗｗ
[8728.141] (S)kyubeisan: wwwww
[8730.724] さくぅ_: www
[8732.174] (S)ちむちー: マウント合戦きたｗ
[8732.186] ikd8: 悔しいw
[8737.085] akatsuki_fu: 圧倒的敗北
[8740.180] (S)rootlic: ８スコとか２歩も３歩も前におる
[8744.274] るーく7782: カスタムSMG
[8748.959] iry_3: かすｓ
[8749.767] nrok_toshiki: カスタムsmg?
[8751.866] ktuunn: ネイルガン？
[8762.248] (S)おはるてゃん: スキン？ww
[8765.120] (S)zakiyoka: 喉から手が
[8765.202] (S)はおちゃ: wwww
[8768.307] (S)rootlic: ｗｗｗ
[8768.434] toys_heart666: ほほほほほ
[8781.034] (S)rootlic: はいったｗ
[8781.915] kyrus_689: あーあw
[8782.679] inufu: うざwww
[8785.265] (S)えりち_: 不法侵入www
[8787.322] bonjiri7: 監禁
[8790.616] (S)はおちゃ: tonaka2Wwwwww
[8822.524] (S)zakiyoka: だもんてww
[8829.317] (S)ちむちー: ｗｗｗ
[8836.420] moruton: 圧倒的すぎる
[8840.587] (S)はおちゃ: 気に入っててwwww
[8842.929] kyrus_689: 攻略組に喧嘩売っちゃいかんw
[8860.197] akatsuki_fu: 8倍はえぐいな
[8893.267] papillon779: www
[8918.093] (S)はおちゃ: wwww
[8921.692] (S)kyubeisan: 高円寺ww
[8922.603] kyrus_689: wwwwww
[8926.190] hyuria978: www
[8926.204] rarar11_: なんでｗｗｗｗ
[8928.915] (S)zakiyoka: 程よい
[8930.209] nrok_toshiki: 何で高円寺www
[8935.104] zs_river: wwwwws
[8939.485] (S)junn_0212: wwwww
[8940.916] (S)kyubeisan: wwwww
[8947.078] (S)トミーティー: いい例え笑
[8947.715] himeji_joe: 草
[8949.148] らおにゃんこ: ちっかwww
[8950.313] nrok_toshiki: あ、そういうことねwww
[8958.118] (S)rootlic: 治安
[8961.149] gmgm11115: はんじょう
[8961.793] (S)zakiyoka: こらこらww
[8962.592] kyrus_689: ちゃ、り
[8963.261] (S)はおちゃ: パクられやすいからねw
[8964.681] pes838: 治安悪いです
[8965.735] (S)わしのしわ: tonaka2Wwwwww
[8967.009] skGG3: コンセプトあったw
[8975.030] zs_river: 足立区民はチャリ盗む
[8983.368] (S)はおちゃ: 家ちっか
[9005.180] jumbo0709: chiikama
[9024.152] inufu: 足立区そんな治安悪いんだ笑
[9025.237] (S)junn_0212: wwwww
[9027.215] himeji_joe: これが小竈門の限界
[9028.668] らおにゃんこ: wwwwww
